fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,target
18.0,42.0,24.0,28.0,7.0,31.0,23.0,51.0,11.0,8.0,12.0,68.0,20.0,24.0,36.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.64,0.47,0.63,0.56,0.5,0.46,0.51,0.63,0.73,0.61,0.66,0.59,0.8,0.92,0.65,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,10.0
24.0,22.0,28.0,7.0,31.0,23.0,51.0,11.0,8.0,12.0,9.0,68.0,20.0,24.0,36.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.63,0.5,0.56,0.5,0.46,0.51,0.63,0.73,0.61,0.66,0.4,0.59,0.8,0.92,0.65,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,33.0
22.0,10.0,28.0,7.0,31.0,23.0,51.0,11.0,8.0,12.0,9.0,68.0,20.0,24.0,36.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.5,0.35,0.56,0.5,0.46,0.51,0.63,0.73,0.61,0.66,0.4,0.59,0.8,0.92,0.65,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
8.0,36.0,5.0,0.0,10.0,10.0,19.0,19.0,6.0,14.0,3.0,2.0,26.0,12.0,12.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.42,0.69,0.31,0.0,0.29,0.43,0.5,0.43,0.3,0.28,0.37,0.12,0.49,0.29,0.24,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,24.0
17.0,11.0,6.0,10.0,25.0,14.0,4.0,3.0,15.0,20.0,13.0,22.0,5.0,37.0,36.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.36,0.36,0.42,0.21,0.59,0.4,0.66,0.6,0.38,0.4,0.52,0.51,0.62,0.55,0.55,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
3.0,16.0,19.0,14.0,31.0,15.0,12.0,15.0,17.0,15.0,10.0,14.0,3.0,13.0,22.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.27,0.32,0.41,0.53,0.73,0.26,0.23,0.78,0.68,0.88,0.58,0.66,0.15,0.39,0.43,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,14.0
35.0,16.0,20.0,24.0,7.0,18.0,8.0,30.0,23.0,17.0,19.0,41.0,12.0,12.0,25.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.53,0.39,0.58,0.58,0.77,0.56,0.26,0.46,0.45,0.53,0.32,0.62,0.44,0.5,0.32,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,16.0
8.0,30.0,17.0,23.0,18.0,17.0,7.0,19.0,18.0,41.0,13.0,12.0,12.0,21.0,25.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.26,0.46,0.34,0.45,0.41,0.53,0.33,0.32,0.27,0.62,0.28,0.44,0.5,0.61,0.32,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,28.0
27.0,25.0,16.0,15.0,10.0,9.0,13.0,7.0,10.0,8.0,13.0,17.0,10.0,17.0,24.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.84,0.56,0.37,0.5,0.58,0.31,0.54,0.5,0.76,1.0,0.56,0.47,0.43,0.36,0.54,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,10.0
10.0,10.0,9.0,13.0,10.0,7.0,10.0,8.0,13.0,17.0,10.0,8.0,17.0,24.0,15.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.58,0.43,0.31,0.54,0.76,0.5,0.76,1.0,0.56,0.47,0.43,0.61,0.36,0.54,0.45,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,17.0
10.0,10.0,9.0,13.0,10.0,7.0,10.0,8.0,13.0,17.0,10.0,8.0,17.0,24.0,15.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.58,0.43,0.31,0.54,0.76,0.5,0.76,1.0,0.56,0.47,0.43,0.61,0.36,0.54,0.45,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,9.0
8.0,13.0,20.0,36.0,20.0,17.0,18.0,29.0,8.0,34.0,28.0,5.0,6.0,21.0,21.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.5,0.44,0.51,0.48,0.31,0.48,0.32,0.35,0.47,0.48,0.49,0.22,0.5,0.37,0.38,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
5.0,9.0,1.0,8.0,12.0,15.0,9.0,16.0,6.0,5.0,7.0,10.0,7.0,9.0,2.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.27,0.34,0.33,0.42,0.66,0.35,0.36,0.33,0.3,0.12,0.41,0.62,0.24,0.31,0.25,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,6.0
1.0,16.0,16.0,6.0,11.0,5.0,15.0,7.0,20.0,10.0,7.0,21.0,9.0,5.0,2.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.09,0.33,0.37,0.3,0.29,0.12,0.46,0.41,0.57,0.62,0.24,0.53,0.31,0.35,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,4.0
11.0,16.0,5.0,15.0,9.0,7.0,20.0,20.0,10.0,7.0,21.0,19.0,9.0,5.0,2.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.29,0.72,0.12,0.46,0.33,0.41,0.57,0.66,0.62,0.24,0.53,0.7,0.31,0.35,0.25,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,24.0
16.0,17.0,5.0,15.0,9.0,7.0,20.0,20.0,10.0,7.0,21.0,19.0,9.0,5.0,2.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.72,0.7,0.12,0.46,0.33,0.41,0.57,0.66,0.62,0.24,0.53,0.7,0.31,0.35,0.25,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,0.0
19.0,14.0,12.0,3.0,3.0,28.0,8.0,11.0,14.0,13.0,5.0,6.0,8.0,12.0,5.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.34,0.33,0.44,0.6,0.16,0.77,0.22,0.68,0.41,0.54,0.25,0.33,0.21,0.36,0.21,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,4.0
13.0,14.0,12.0,13.0,22.0,5.0,7.0,6.0,7.0,8.0,11.0,12.0,12.0,5.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.52,0.41,0.5,0.54,0.44,0.25,0.25,0.33,0.43,0.21,0.61,0.36,0.6,0.21,0.29,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,3.0
6.0,11.0,23.0,13.0,15.0,5.0,2.0,16.0,14.0,13.0,7.0,5.0,6.0,10.0,13.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.33,0.24,0.34,0.3,0.33,0.19,0.22,0.37,0.36,0.4,0.3,0.25,0.33,0.35,0.52,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,25.0
7.0,8.0,17.0,16.0,18.0,3.0,11.0,10.0,2.0,5.0,13.0,3.0,3.0,5.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.63,0.57,0.4,0.5,0.54,0.37,0.24,0.41,0.13,0.62,0.56,0.16,0.33,0.5,0.62,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,13.0
15.0,12.0,12.0,9.0,8.0,15.0,28.0,17.0,14.0,14.0,7.0,26.0,27.0,13.0,1.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.35,0.33,0.19,0.19,0.22,0.55,0.47,0.26,0.45,0.23,0.28,0.25,0.34,0.76,0.2,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,1.0
29.0,22.0,24.0,15.0,40.0,27.0,24.0,18.0,11.0,9.0,8.0,6.0,0.0,1.0,1.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.55,0.55,0.35,0.42,0.51,0.56,0.57,0.4,0.35,0.28,0.18,0.18,,0.12,0.33,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,27.0
22.0,24.0,27.0,15.0,40.0,27.0,24.0,18.0,11.0,9.0,8.0,6.0,0.0,1.0,1.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.55,0.35,0.44,0.42,0.51,0.56,0.57,0.4,0.35,0.28,0.18,0.18,,0.12,0.33,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,21.0
2.0,2.0,4.0,13.0,9.0,14.0,7.0,10.0,8.0,10.0,1.0,3.0,15.0,33.0,9.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.5,0.16,0.33,0.27,0.18,0.48,0.5,0.33,0.22,0.29,0.07,0.16,0.3,0.56,0.6,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
13.0,5.0,13.0,5.0,24.0,25.0,2.0,10.0,9.0,12.0,13.0,8.0,13.0,3.0,17.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.34,0.33,0.46,0.09,0.37,0.43,0.13,0.18,0.36,0.46,0.33,0.32,0.39,0.75,0.53,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,8.0
10.0,15.0,9.0,10.0,12.0,14.0,13.0,5.0,8.0,7.0,13.0,8.0,3.0,17.0,3.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.18,0.31,0.36,0.23,0.46,0.36,0.33,0.29,0.32,0.26,0.39,0.4,0.75,0.53,0.75,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,4.0
12.0,14.0,11.0,13.0,5.0,4.0,8.0,7.0,4.0,13.0,8.0,5.0,3.0,17.0,3.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.46,0.36,0.37,0.33,0.29,0.8,0.32,0.26,0.28,0.39,0.4,0.38,0.75,0.53,0.75,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
12.0,14.0,11.0,13.0,5.0,4.0,8.0,7.0,4.0,13.0,8.0,5.0,3.0,17.0,3.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.46,0.36,0.37,0.33,0.29,0.8,0.32,0.26,0.28,0.39,0.4,0.38,0.75,0.53,0.75,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,17.0
2.0,9.0,11.0,15.0,25.0,1.0,2.0,27.0,20.0,21.0,30.0,12.0,21.0,10.0,17.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.18,0.32,0.37,0.33,0.3,0.07,0.16,0.64,0.68,0.31,0.36,0.4,0.31,0.45,0.42,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,3.0
1.0,2.0,4.0,27.0,20.0,17.0,21.0,30.0,17.0,12.0,21.0,42.0,10.0,17.0,10.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.07,0.16,0.26,0.64,0.68,0.65,0.31,0.36,0.29,0.4,0.31,0.56,0.45,0.42,0.35,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,2.0
2.0,4.0,2.0,27.0,20.0,17.0,21.0,30.0,17.0,12.0,21.0,42.0,10.0,17.0,10.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.16,0.26,0.18,0.64,0.68,0.65,0.31,0.36,0.29,0.4,0.31,0.56,0.45,0.42,0.35,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,16.0
4.0,10.0,12.0,10.0,5.0,8.0,18.0,2.0,1.0,0.0,8.0,10.0,6.0,6.0,14.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.3,0.5,0.33,0.38,0.62,0.5,0.62,0.08,0.12,,0.33,0.55,0.6,0.42,0.48,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,19.0
18.0,26.0,2.0,14.0,1.0,1.0,0.0,8.0,1.0,10.0,6.0,6.0,34.0,14.0,18.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.62,0.52,0.08,0.29,0.12,0.12,,0.33,0.16,0.55,0.6,0.42,0.7,0.48,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,30.0
1.0,1.0,4.0,0.0,8.0,1.0,4.0,10.0,6.0,6.0,34.0,16.0,14.0,18.0,14.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.12,0.12,0.3,,0.33,0.16,0.26,0.55,0.6,0.42,0.7,0.72,0.48,0.25,0.2,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
1.0,4.0,3.0,0.0,8.0,1.0,4.0,10.0,6.0,6.0,34.0,16.0,14.0,18.0,14.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.12,0.3,0.25,,0.33,0.16,0.26,0.55,0.6,0.42,0.7,0.72,0.48,0.25,0.2,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,22.0
17.0,20.0,3.0,50.0,8.0,9.0,27.0,18.0,4.0,10.0,13.0,10.0,24.0,9.0,10.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.41,0.6,0.37,0.8,0.61,0.25,0.5,0.54,0.3,0.45,0.5,0.45,0.52,0.32,0.38,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,16.0
0.0,29.0,12.0,28.0,13.0,13.0,16.0,2.0,1.0,12.0,14.0,1.0,9.0,4.0,6.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.0,0.6,0.75,0.47,0.28,0.56,0.57,0.4,0.5,0.42,0.51,0.2,0.47,0.57,0.37,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,1.0
41.0,13.0,7.0,16.0,3.0,2.0,1.0,12.0,8.0,14.0,10.0,1.0,9.0,4.0,6.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.51,0.56,0.41,0.57,0.25,0.4,0.5,0.42,0.26,0.51,0.66,0.2,0.47,0.57,0.37,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
5.0,10.0,10.0,10.0,5.0,13.0,5.0,6.0,23.0,9.0,9.0,5.0,23.0,9.0,20.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.35,0.32,0.41,0.29,0.17,0.52,0.2,0.31,0.46,0.56,0.47,0.45,0.63,0.4,0.57,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,5.0
14.0,6.0,13.0,23.0,19.0,9.0,9.0,5.0,10.0,23.0,9.0,9.0,6.0,20.0,3.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.43,0.31,0.41,0.46,0.47,0.56,0.47,0.45,0.3,0.63,0.45,0.4,0.35,0.57,0.23,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
12.0,20.0,14.0,13.0,2.0,2.0,3.0,5.0,2.0,30.0,11.0,8.0,11.0,11.0,34.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.75,0.58,0.42,0.43,0.28,0.4,0.1,0.2,0.25,0.56,0.42,0.5,0.35,0.34,0.53,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,13.0
29.0,2.0,2.0,3.0,5.0,2.0,30.0,11.0,11.0,8.0,9.0,11.0,11.0,4.0,34.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.9,0.28,0.4,0.1,0.2,0.25,0.56,0.32,0.42,0.5,0.47,0.35,0.34,0.36,0.53,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,3.0
2.0,2.0,3.0,5.0,2.0,30.0,11.0,11.0,8.0,9.0,3.0,11.0,11.0,4.0,34.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.28,0.4,0.1,0.2,0.25,0.56,0.32,0.42,0.5,0.47,0.3,0.35,0.34,0.36,0.53,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,1.0
12.0,13.0,26.0,9.0,7.0,11.0,11.0,5.0,13.0,6.0,19.0,20.0,6.0,22.0,15.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.42,0.31,0.66,0.31,0.53,0.57,0.64,0.5,0.54,0.46,0.51,0.64,0.66,0.41,0.37,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,0.0
11.0,13.0,5.0,13.0,16.0,6.0,1.0,19.0,20.0,6.0,5.0,22.0,18.0,15.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.64,0.46,0.5,0.54,0.57,0.46,0.5,0.51,0.64,0.66,0.41,0.41,0.66,0.37,0.55,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,8.0
11.0,7.0,11.0,13.0,12.0,19.0,13.0,12.0,13.0,21.0,15.0,23.0,20.0,5.0,9.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.39,0.53,0.52,0.46,0.26,0.31,0.41,0.44,0.44,0.6,0.4,0.46,0.35,0.55,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
7.0,21.0,13.0,14.0,19.0,16.0,7.0,10.0,11.0,18.0,22.0,20.0,18.0,5.0,16.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.41,0.63,0.39,0.58,0.63,0.64,0.5,0.5,0.29,0.56,0.53,0.42,0.47,0.62,0.45,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,15.0
18.0,11.0,15.0,18.0,19.0,22.0,32.0,20.0,35.0,18.0,15.0,5.0,5.0,16.0,11.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.75,0.29,0.28,0.56,0.5,0.53,0.58,0.42,0.6,0.47,0.44,0.62,0.55,0.45,0.32,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
22.0,32.0,36.0,20.0,35.0,20.0,18.0,15.0,11.0,5.0,5.0,3.0,16.0,11.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.53,0.58,0.63,0.42,0.6,0.5,0.47,0.44,0.37,0.62,0.55,0.5,0.45,0.32,0.33,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,9.0
32.0,36.0,20.0,35.0,20.0,18.0,15.0,11.0,7.0,5.0,5.0,3.0,16.0,11.0,11.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.58,0.63,0.42,0.6,0.5,0.47,0.44,0.37,0.18,0.62,0.55,0.5,0.45,0.32,0.33,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,16.0
18.0,8.0,42.0,73.0,17.0,27.0,6.0,3.0,45.0,4.0,16.0,8.0,9.0,23.0,16.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.38,0.27,0.34,0.47,0.3,0.37,0.2,0.25,0.57,0.4,0.36,0.47,0.52,0.36,0.44,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,40.0
7.0,20.0,19.0,22.0,13.0,22.0,6.0,37.0,0.0,10.0,17.0,16.0,24.0,0.0,29.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.53,0.41,0.4,0.61,0.59,0.59,0.66,0.38,0.0,0.66,0.68,0.59,0.42,0.0,0.54,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,2.0
10.0,14.0,22.0,12.0,25.0,24.0,7.0,6.0,11.0,9.0,16.0,2.0,8.0,0.0,21.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.66,0.63,0.48,0.29,0.48,0.44,0.58,0.54,0.52,0.56,0.41,0.33,1.0,0.0,0.67,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,29.0
