fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,target
28.0,9.0,24.0,20.0,23.0,22.0,29.0,19.0,9.0,4.0,7.0,5.0,21.0,6.0,27.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.58,0.64,0.35,0.57,0.42,0.41,0.56,0.43,0.64,1.0,1.0,0.62,0.58,0.27,0.72,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,10.0
0.0,4.0,13.0,8.0,25.0,8.0,8.0,11.0,27.0,5.0,14.0,9.0,26.0,11.0,8.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.0,0.66,0.38,0.53,0.52,0.28,0.4,0.47,0.77,0.45,0.53,0.27,0.53,0.64,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,14.0
10.0,7.0,23.0,10.0,5.0,1.0,7.0,7.0,6.0,7.0,5.0,11.0,7.0,14.0,16.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.33,0.33,0.41,0.58,0.14,0.1,0.31,0.41,0.26,0.38,0.2,0.5,0.41,0.4,0.51,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,7.0
6.0,6.0,8.0,7.0,4.0,5.0,8.0,11.0,14.0,7.0,6.0,14.0,9.0,16.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.33,0.26,0.23,0.38,0.2,0.2,0.72,0.5,0.63,0.41,0.54,0.4,0.3,0.51,0.45,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,6.0
4.0,8.0,5.0,8.0,11.0,14.0,7.0,6.0,4.0,14.0,9.0,0.0,16.0,14.0,18.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.2,0.3,0.2,0.72,0.5,0.63,0.41,0.54,0.44,0.4,0.3,0.0,0.51,0.45,0.52,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,7.0
4.0,8.0,5.0,8.0,11.0,14.0,7.0,6.0,4.0,14.0,9.0,0.0,16.0,14.0,18.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.2,0.3,0.2,0.72,0.5,0.63,0.41,0.54,0.44,0.4,0.3,0.0,0.51,0.45,0.52,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,3.0
8.0,8.0,9.0,6.0,22.0,7.0,3.0,4.0,7.0,0.0,9.0,1.0,3.0,5.0,0.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.27,0.23,0.29,0.17,0.37,0.15,0.2,0.5,0.7,0.0,0.25,0.5,0.6,0.41,0.0,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,4.0
5.0,4.0,2.0,7.0,0.0,4.0,9.0,8.0,1.0,2.0,3.0,5.0,10.0,0.0,0.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.23,0.5,0.4,0.7,0.0,0.2,0.25,0.22,0.5,0.4,0.6,0.41,0.35,0.0,,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,14.0
13.0,16.0,1.0,12.0,23.0,16.0,9.0,0.0,14.0,25.0,12.0,2.0,16.0,22.0,25.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.3,0.35,0.25,0.26,0.4,0.35,0.5,0.0,0.34,0.58,0.41,0.25,0.32,0.33,0.52,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,13.0
14.0,12.0,6.0,9.0,9.0,2.0,1.0,9.0,8.0,7.0,0.0,6.0,15.0,9.0,17.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.48,0.48,0.4,0.4,0.45,0.66,1.0,0.75,0.72,0.53,,0.28,0.62,0.75,0.58,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,1.0
9.0,9.0,10.0,2.0,1.0,1.0,9.0,8.0,5.0,7.0,0.0,6.0,15.0,9.0,17.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.4,0.45,0.58,0.66,0.5,1.0,0.75,0.72,0.5,0.53,,0.28,0.62,0.75,0.58,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,18.0
0.0,2.0,1.0,0.0,1.0,9.0,8.0,5.0,7.0,7.0,0.0,6.0,15.0,9.0,17.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.0,0.66,0.5,0.0,1.0,0.75,0.72,0.5,0.33,0.53,,0.28,0.62,0.75,0.58,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,3.0
10.0,10.0,15.0,8.0,10.0,12.0,9.0,9.0,12.0,24.0,17.0,6.0,24.0,17.0,17.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.5,0.55,0.62,0.32,0.27,0.66,0.81,0.4,0.8,0.6,0.7,0.35,0.77,0.7,0.6,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,1.0
9.0,7.0,12.0,16.0,24.0,17.0,15.0,6.0,15.0,24.0,21.0,17.0,17.0,17.0,26.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.4,0.36,0.8,0.51,0.6,0.7,0.83,0.35,0.48,0.77,0.7,0.7,0.62,0.6,0.76,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,10.0
24.0,17.0,15.0,9.0,6.0,15.0,24.0,21.0,25.0,17.0,17.0,33.0,17.0,26.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.6,0.7,0.83,0.5,0.35,0.48,0.77,0.7,0.89,0.7,0.62,0.66,0.6,0.76,0.57,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,10.0
24.0,17.0,15.0,9.0,6.0,15.0,24.0,21.0,25.0,17.0,17.0,33.0,17.0,26.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.6,0.7,0.83,0.5,0.35,0.48,0.77,0.7,0.89,0.7,0.62,0.66,0.6,0.76,0.57,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,13.0
3.0,2.0,11.0,0.0,4.0,9.0,18.0,11.0,3.0,11.0,12.0,23.0,4.0,3.0,1.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.42,0.25,0.5,0.0,0.4,0.52,0.64,0.45,0.17,0.52,0.28,0.41,0.57,0.25,0.25,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,1.0
9.0,18.0,11.0,3.0,11.0,7.0,12.0,22.0,23.0,7.0,4.0,1.0,3.0,6.0,1.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.52,0.64,0.45,0.17,0.52,0.36,0.28,0.53,0.41,0.41,0.57,1.0,0.25,0.42,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,27.0
25.0,19.0,23.0,7.0,17.0,22.0,15.0,19.0,11.0,5.0,12.0,14.0,19.0,7.0,4.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.59,0.51,0.62,0.43,0.4,0.78,0.62,0.61,0.84,0.2,0.6,0.35,0.7,0.77,0.8,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,13.0
19.0,19.0,7.0,11.0,11.0,5.0,8.0,12.0,7.0,14.0,13.0,19.0,1.0,7.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.52,0.61,0.28,0.84,0.37,0.2,0.2,0.6,0.53,0.35,0.5,0.7,0.12,0.77,0.8,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
0.0,9.0,31.0,14.0,2.0,11.0,23.0,13.0,11.0,7.0,53.0,1.0,8.0,24.0,13.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,,0.31,0.49,0.66,1.0,0.26,0.41,0.33,0.68,0.46,0.66,0.11,0.26,0.35,0.3,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,13.0
9.0,31.0,14.0,2.0,11.0,23.0,13.0,11.0,7.0,53.0,1.0,8.0,24.0,13.0,13.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.31,0.49,0.66,1.0,0.26,0.41,0.33,0.68,0.46,0.66,0.11,0.26,0.35,0.3,0.3,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,4.0
5.0,15.0,21.0,24.0,5.0,11.0,1.0,8.0,5.0,3.0,4.0,14.0,8.0,10.0,10.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.29,0.26,0.29,0.61,0.55,0.47,0.25,0.4,0.21,0.6,0.3,0.51,0.72,0.47,0.41,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,15.0
9.0,10.0,12.0,8.0,0.0,18.0,4.0,10.0,23.0,10.0,22.0,9.0,18.0,12.0,11.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.56,0.43,0.5,0.53,0.0,0.58,0.8,0.55,0.58,0.47,0.51,0.52,0.62,0.41,0.5,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,27.0
3.0,4.0,0.0,14.0,1.0,6.0,12.0,33.0,10.0,24.0,26.0,2.0,8.0,34.0,23.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.3,0.36,,0.21,0.09,0.13,0.33,0.68,0.62,0.45,0.37,0.2,0.47,0.82,0.67,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,13.0
8.0,15.0,21.0,6.0,1.0,14.0,2.0,17.0,18.0,10.0,0.0,8.0,10.0,8.0,4.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.25,0.53,0.36,0.27,0.2,0.43,1.0,0.58,1.0,0.43,0.0,0.53,0.71,0.8,0.44,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,1.0
1.0,8.0,14.0,2.0,17.0,7.0,18.0,10.0,18.0,0.0,8.0,11.0,10.0,8.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.2,0.32,0.43,1.0,0.58,0.36,1.0,0.43,0.48,0.0,0.53,0.61,0.71,0.8,0.44,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,4.0
11.0,15.0,23.0,28.0,7.0,0.0,11.0,20.0,25.0,39.0,11.0,16.0,29.0,19.0,22.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.31,0.2,0.32,0.32,0.16,0.0,0.16,0.39,0.58,0.43,0.64,0.23,0.45,0.57,0.75,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,12.0
11.0,11.0,20.0,20.0,25.0,39.0,11.0,19.0,16.0,16.0,29.0,7.0,19.0,22.0,19.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.16,0.26,0.39,0.4,0.58,0.43,0.64,0.38,0.23,0.3,0.45,0.53,0.57,0.75,0.59,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,8.0
20.0,30.0,25.0,39.0,11.0,19.0,10.0,16.0,16.0,15.0,29.0,7.0,19.0,22.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.4,0.5,0.58,0.43,0.64,0.38,0.33,0.23,0.3,0.34,0.45,0.53,0.57,0.75,0.59,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,23.0
20.0,30.0,25.0,39.0,11.0,19.0,10.0,16.0,16.0,15.0,29.0,7.0,19.0,22.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.4,0.5,0.58,0.43,0.64,0.38,0.33,0.23,0.3,0.34,0.45,0.53,0.57,0.75,0.59,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,22.0
13.0,7.0,2.0,13.0,5.0,1.0,22.0,22.0,9.0,21.0,3.0,19.0,9.0,23.0,9.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.56,0.63,0.22,0.37,0.45,1.0,0.64,0.61,0.34,0.75,0.27,0.54,0.42,0.46,0.47,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,20.0
31.0,22.0,9.0,14.0,21.0,1.0,3.0,19.0,15.0,9.0,4.0,23.0,18.0,9.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.67,0.61,0.34,0.56,0.75,0.5,0.27,0.54,0.46,0.42,0.66,0.46,0.62,0.47,0.2,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,8.0
12.0,34.0,39.0,17.0,23.0,2.0,6.0,28.0,21.0,32.0,25.0,34.0,6.0,24.0,9.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.4,0.77,0.7,0.77,0.74,0.33,0.26,0.46,0.35,0.51,0.78,0.66,0.35,0.72,0.5,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,17.0
9.0,6.0,28.0,17.0,21.0,19.0,32.0,26.0,25.0,34.0,18.0,6.0,24.0,9.0,22.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.75,0.26,0.46,0.53,0.35,0.42,0.51,0.53,0.78,0.66,0.75,0.35,0.72,0.5,0.64,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,27.0
17.0,21.0,19.0,19.0,32.0,26.0,25.0,34.0,18.0,12.0,6.0,24.0,9.0,22.0,15.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.53,0.35,0.42,0.63,0.51,0.53,0.78,0.66,0.75,0.63,0.35,0.72,0.5,0.64,0.53,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,14.0
17.0,21.0,19.0,19.0,32.0,26.0,25.0,34.0,18.0,12.0,6.0,24.0,9.0,22.0,15.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.53,0.35,0.42,0.63,0.51,0.53,0.78,0.66,0.75,0.63,0.35,0.72,0.5,0.64,0.53,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,9.0
10.0,14.0,15.0,18.0,14.0,3.0,18.0,2.0,29.0,7.0,14.0,13.0,16.0,15.0,7.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.62,0.48,0.35,0.66,0.41,0.42,0.46,1.0,0.54,0.87,0.42,0.76,0.51,0.5,0.46,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,5.0
18.0,23.0,2.0,29.0,16.0,7.0,14.0,8.0,13.0,15.0,16.0,16.0,15.0,17.0,7.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.46,0.48,1.0,0.54,0.36,0.87,0.42,0.36,0.76,0.6,0.51,0.64,0.5,0.6,0.46,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,21.0
16.0,9.0,7.0,14.0,8.0,2.0,13.0,15.0,16.0,16.0,21.0,15.0,17.0,17.0,7.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.36,0.37,0.87,0.42,0.36,0.66,0.76,0.6,0.51,0.64,0.84,0.5,0.6,0.68,0.46,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,23.0
16.0,9.0,7.0,14.0,8.0,2.0,13.0,15.0,16.0,16.0,21.0,15.0,17.0,17.0,7.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.36,0.37,0.87,0.42,0.36,0.66,0.76,0.6,0.51,0.64,0.84,0.5,0.6,0.68,0.46,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,13.0
3.0,10.0,8.0,20.0,18.0,12.0,2.0,12.0,6.0,18.0,12.0,10.0,6.0,9.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.13,0.33,0.33,0.43,0.4,0.48,0.5,0.54,0.54,0.43,0.46,0.34,0.5,0.9,0.21,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,8.0
1.0,27.0,59.0,28.0,31.0,15.0,23.0,15.0,33.0,4.0,5.0,9.0,5.0,6.0,13.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.25,0.42,0.58,0.56,0.47,0.3,0.37,0.34,0.52,0.17,0.11,0.23,0.33,0.15,0.21,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,44.0
22.0,7.0,21.0,23.0,16.0,14.0,13.0,9.0,3.0,22.0,29.0,3.0,10.0,5.0,14.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.45,0.46,0.42,0.45,0.53,0.53,0.37,0.75,0.23,0.43,0.69,0.33,0.23,0.83,0.29,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,21.0
20.0,3.0,13.0,22.0,19.0,29.0,44.0,3.0,31.0,10.0,12.0,5.0,6.0,14.0,9.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.64,0.23,0.43,0.43,0.59,0.69,0.65,0.33,0.52,0.23,0.32,0.83,0.6,0.29,0.23,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,19.0
21.0,17.0,11.0,3.0,3.0,18.0,25.0,41.0,15.0,2.0,15.0,1.0,7.0,22.0,11.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.72,0.53,0.4,1.0,0.5,0.75,0.6,0.53,0.75,0.66,0.75,0.33,0.7,0.61,0.68,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,20.0
12.0,6.0,8.0,15.0,25.0,17.0,12.0,14.0,9.0,8.0,4.0,20.0,17.0,12.0,19.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.4,0.22,0.33,0.39,0.67,0.56,0.63,0.51,0.9,0.42,0.5,0.45,0.47,0.27,0.43,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,11.0
15.0,25.0,17.0,6.0,12.0,14.0,9.0,8.0,4.0,20.0,19.0,17.0,12.0,3.0,19.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.39,0.67,0.56,0.35,0.63,0.51,0.9,0.42,0.5,0.45,0.5,0.47,0.27,0.17,0.43,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,14.0
6.0,13.0,12.0,14.0,9.0,8.0,4.0,20.0,19.0,6.0,17.0,12.0,3.0,7.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.35,0.37,0.63,0.51,0.9,0.42,0.5,0.45,0.5,0.54,0.47,0.27,0.17,0.5,0.43,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,7.0
13.0,7.0,12.0,14.0,9.0,8.0,4.0,20.0,19.0,6.0,17.0,12.0,3.0,7.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.37,0.21,0.63,0.51,0.9,0.42,0.5,0.45,0.5,0.54,0.47,0.27,0.17,0.5,0.43,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,17.0
63.0,21.0,12.0,17.0,24.0,30.0,18.0,17.0,21.0,8.0,15.0,0.0,2.0,17.0,2.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.45,0.38,0.57,0.29,0.34,0.42,0.25,0.22,0.2,0.34,0.24,0.0,0.28,0.47,0.66,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,21.0
18.0,30.0,17.0,10.0,21.0,17.0,8.0,15.0,16.0,0.0,2.0,12.0,17.0,11.0,2.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.25,0.38,0.22,0.15,0.2,0.27,0.34,0.24,0.24,0.0,0.28,0.52,0.47,0.36,0.66,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,56.0
9.0,2.0,19.0,5.0,6.0,2.0,8.0,17.0,1.0,8.0,11.0,5.0,10.0,3.0,53.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.64,0.5,0.34,0.29,0.6,1.0,1.0,0.41,0.16,0.61,0.73,0.62,0.71,0.5,0.86,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,3.0
